2026-05-16 22:00:01 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Defining geographic areas of the Alpine National Park'
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 795/1241: only 1 rollup input ('Zabdiel Judah's Championship Reign Across Multiple Organizations and Weight Classes')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 796/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 796/1241: only 1 rollup input ('Global Organizations for Professional Boxing Recognition')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 797/1241 (4 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 797/1241: only 1 rollup input ('Titles won across various Australian state and national weight divisions')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 798/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 798/1241: only 1 rollup input ('Russell Sands' challenge for the Australian light middleweight title')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 799/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 799/1241: only 1 rollup input ('Ricki-Lee Coulter's Musical Release Cycle')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 800/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 800/1241: only 1 rollup input ('Co-writers and Producers of "Can't Touch It"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 801/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 801/1241: only 1 rollup input ('ARIA Chart Performance Metrics for Singles')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 802/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 802/1241: only 1 rollup input ('Australian Certification of Platinum Album Sales')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 803/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 803/1241: only 1 rollup input ('TLC's membership and associated musical works')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 804/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 804/1241: only 1 rollup input ('Music production collaboration within Untouchables Entertainment')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 805/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 805/1241: only 1 rollup input ('Enya's Contributions and Sampling of "Boadicea"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 806/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 806/1241: only 1 rollup input ('Usher's Singles in Chart Context')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 807/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 807/1241: only 1 rollup input ('Foreigner's song "Waiting for a Girl Like You"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 808/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 808/1241: only 1 rollup input ('Missy Elliott's Charting Success with "Work It"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 809/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 809/1241: only 1 rollup input ('Donna Lewis and Her Hit Song, "I Love You Always Forever"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 810/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:53:38 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 810/1241: only 1 rollup input ('The Chart Performance of Shania Twain's "You're Still the One"')
2026-05-17 00:53:38 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 811/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Collaboration on the Song "No One"' id=community_l1_860c3a0f7594458d8e183760547e57d9
2026-05-17 00:54:06 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Collaboration on the Song "No One"'
2026-05-17 00:54:06 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Collaboration on the Song "No One"' (id=community_l1_860c3a0f7594458d8e183760547e57d9, 4 members)
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 812/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 812/1241: only 1 rollup input ('Critical Publication Coverage of 2000s Music Hits')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 813/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 813/1241: only 1 rollup input ('Music and Lyrics Authorship for a Broadway Production')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 814/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 814/1241: only 1 rollup input ('Taylor Swift and Her Song "Our Song"')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 815/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 815/1241: only 1 rollup input ('Actor and Character Role in Moving On')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 816/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 816/1241: only 1 rollup input ('Episodes within The Simpsons' Eighth Season')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 817/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 817/1241: only 1 rollup input ('Sideshow Bob's Transition After Imprisonment')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 818/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 818/1241: only 1 rollup input ('David Denman's portrayal of Roy Anderson')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 819/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 819/1241: only 1 rollup input ('Robert R. Shafer's portrayal of Bob Vance')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 820/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 820/1241: only 1 rollup input ('The Professional Relationship of the Murray Brothers')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 821/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:06 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 821/1241: only 1 rollup input ('Character Roles in the Sitcom Sullivan & Son')
2026-05-17 00:54:06 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 822/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:54:33 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Voice Acting and Recurring Character Archetypes in Animated Media' id=community_l1_2f432be6201844e988f95c8e6390fa6c
2026-05-17 00:54:33 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Voice Acting and Recurring Character Archetypes in Animated Media'
2026-05-17 00:54:33 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Voice Acting and Recurring Character Archetypes in Animated Media' (id=community_l1_2f432be6201844e988f95c8e6390fa6c, 4 members)
2026-05-17 00:54:34 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 823/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:34 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 823/1241: only 1 rollup input ('Don Ehlert character from the sitcom The Middle')
2026-05-17 00:54:34 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 824/1241 (10 entity members from 5 super-nodes)
2026-05-17 00:54:57 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Real People Portraying Fictional Characters in Television and Film' id=community_l1_5480154276c74b50872d67f53c139eac
2026-05-17 00:54:58 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 10 for community 'Real People Portraying Fictional Characters in Television and Film'
2026-05-17 00:54:58 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Real People Portraying Fictional Characters in Television and Film' (id=community_l1_5480154276c74b50872d67f53c139eac, 10 members)
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 825/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:58 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 825/1241: only 1 rollup input ('The Grumpy Spider Couple')
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 826/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:58 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 826/1241: only 1 rollup input ('Erik Estrada's portrayal as King Worm')
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 827/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:58 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 827/1241: only 1 rollup input ('Voice Performances of Animated Characters')
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 828/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:58 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 828/1241: only 1 rollup input ('Writers credited for 'Andy's Ancestry'')
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 829/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:54:58 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 829/1241: only 1 rollup input ('Actor Randall Park and his character portrayal of Steve')
2026-05-17 00:54:58 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 830/1241 (5 entity members from 2 super-nodes)
2026-05-17 00:55:37 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Wigan Athletic's Sporting History within the English Football League' id=community_l1_f4820f1e65244477bf8a9aea03d8e49d
2026-05-17 00:55:37 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 5 for community 'Wigan Athletic's Sporting History within the English Football League'
2026-05-17 00:55:37 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Wigan Athletic's Sporting History within the English Football League' (id=community_l1_f4820f1e65244477bf8a9aea03d8e49d, 5 members)
2026-05-17 00:55:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 831/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:55:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 831/1241: only 1 rollup input ('Major English Football League Cup Competitions')
2026-05-17 00:55:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 832/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:55:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 832/1241: only 1 rollup input ('Paul Cook's Managerial Appointment Date at Wigan Athletic F.C.')
2026-05-17 00:55:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 833/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:56:05 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Evolution of Football Venues and Identity in Wigan' id=community_l1_4e924bf06b0a4f8da02e83f70df8b413
2026-05-17 00:56:05 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'The Evolution of Football Venues and Identity in Wigan'
2026-05-17 00:56:05 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'The Evolution of Football Venues and Identity in Wigan' (id=community_l1_4e924bf06b0a4f8da02e83f70df8b413, 4 members)
2026-05-17 00:56:05 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 834/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:56:05 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 834/1241: only 1 rollup input ('Corporate Sponsorship and Naming Conventions for Football Competitions')
2026-05-17 00:56:05 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 835/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:56:05 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 835/1241: only 1 rollup input ('Trinidad and Tobago domestic football trophies')
2026-05-17 00:56:05 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 836/1241 (5 entity members from 2 super-nodes)
2026-05-17 00:56:41 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Tracing a Footballer's Career Affiliations and Key Moments' id=community_l1_c85b5aeddddc49e4a5ff3fb0e89c3b1d
2026-05-17 00:56:42 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 5 for community 'Tracing a Footballer's Career Affiliations and Key Moments'
2026-05-17 00:56:42 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Tracing a Footballer's Career Affiliations and Key Moments' (id=community_l1_c85b5aeddddc49e4a5ff3fb0e89c3b1d, 5 members)
2026-05-17 00:56:42 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 837/1241 (6 entity members from 2 super-nodes)
2026-05-17 00:57:20 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Digital Strategy and Professional Roles in Donald Trump's Political Campaigns' id=community_l1_69b7b183ce904922b3a65bf3790dabae
2026-05-17 00:57:21 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 6 for community 'Digital Strategy and Professional Roles in Donald Trump's Political Campaigns'
2026-05-17 00:57:21 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Digital Strategy and Professional Roles in Donald Trump's Political Campaigns' (id=community_l1_69b7b183ce904922b3a65bf3790dabae, 6 members)
2026-05-17 00:57:21 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 838/1241 (5 entity members from 1 super-nodes)
2026-05-17 00:57:21 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 838/1241: only 1 rollup input ('Age-Specific Levels of England Youth Football Representation')
2026-05-17 00:57:21 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 839/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:57:21 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 839/1241: only 1 rollup input ('Wigan Athletic's 1978–79 Season Performance and Final Standing')
2026-05-17 00:57:21 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 840/1241 (5 entity members from 2 super-nodes)
2026-05-17 00:57:48 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Adapting Foundational Comic Books into Modern Media' id=community_l1_acebc6b342344c549b4d729669b0236d
2026-05-17 00:57:48 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 5 for community 'Adapting Foundational Comic Books into Modern Media'
2026-05-17 00:57:48 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Adapting Foundational Comic Books into Modern Media' (id=community_l1_acebc6b342344c549b4d729669b0236d, 5 members)
2026-05-17 00:57:48 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 841/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Animated Development and Continuity of the Teen Titans Franchise' id=community_l1_be461b73a1754bd1bb4de3f84ccded44
2026-05-17 00:58:35 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'The Animated Development and Continuity of the Teen Titans Franchise'
2026-05-17 00:58:35 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'The Animated Development and Continuity of the Teen Titans Franchise' (id=community_l1_be461b73a1754bd1bb4de3f84ccded44, 4 members)
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 842/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 842/1241: only 1 rollup input ('Animated Series Examples in Voice Work')
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 843/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 843/1241: only 1 rollup input ('Voice Roles in Major Video Game Titles')
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 844/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 844/1241: only 1 rollup input ('Evolving Superhero Identities and Aliases')
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 845/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 845/1241: only 1 rollup input ('Superhero Mentorship and Symbolic Equal Status')
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 846/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:58:35 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 846/1241: only 1 rollup input ('Teams featuring Roy Harper')
2026-05-17 00:58:35 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 847/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:58:54 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Voice Performances of Superhero Characters' id=community_l1_fca715b4a8414893b4fa3a7f17e112b2
2026-05-17 00:58:55 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Voice Performances of Superhero Characters'
2026-05-17 00:58:55 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Voice Performances of Superhero Characters' (id=community_l1_fca715b4a8414893b4fa3a7f17e112b2, 4 members)
2026-05-17 00:58:55 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 848/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:58:55 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 848/1241: only 1 rollup input ('Broadcast details for Teen Titans premiere')
2026-05-17 00:58:55 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 849/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:58:55 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 849/1241: only 1 rollup input ('Wonder Girl’s role in defining the Teen Titans' formal identity')
2026-05-17 00:58:55 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 850/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:58:55 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 850/1241: only 1 rollup input ('Successional Relationship of SS-Standarten in Strasbourg')
2026-05-17 00:58:55 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 851/1241 (4 entity members from 2 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Strasbourg's Administrative Layers and Regional Significance' id=community_l1_60c90cf70d8e49fb9d22d1c16bcefcee
2026-05-17 00:59:37 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Strasbourg's Administrative Layers and Regional Significance'
2026-05-17 00:59:37 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Strasbourg's Administrative Layers and Regional Significance' (id=community_l1_60c90cf70d8e49fb9d22d1c16bcefcee, 4 members)
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 852/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 852/1241: only 1 rollup input ('The 122nd Hydroplane Aviation Unit Lineage')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 853/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 853/1241: only 1 rollup input ('The 122nd Fighter Aviation Squadron within the Yugoslav Air Force Structure')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 854/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 854/1241: only 1 rollup input ('Formation of the 122nd Division in Mudanjiang')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 855/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 855/1241: only 1 rollup input ('Terminology for Military Divisions')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 856/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 856/1241: only 1 rollup input ('Ohio Infantry Service During the American Civil War')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 857/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 857/1241: only 1 rollup input ('Units within the Georgia Army National Guard')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 858/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 858/1241: only 1 rollup input ('Fighter squadron operations at a specific naval base')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 859/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 859/1241: only 1 rollup input ('Base Location for the 122nd Battalion, CEF')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 860/1241 (2 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 860/1241: only 1 rollup input ('Absorption into the Canadian Forestry Depot')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 861/1241 (8 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 861/1241: only 1 rollup input ('Divisions formed in a synchronized batch of eight')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 862/1241 (3 entity members from 1 super-nodes)
2026-05-17 00:59:37 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 862/1241: only 1 rollup input ('Historical observation of Queen's Day in Dutch Caribbean locations')
2026-05-17 00:59:37 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 863/1241 (4 entity members from 2 super-nodes)
2026-05-17 01:00:05 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Observances and Naming Conventions of Dutch Royal Holidays' id=community_l1_cb312e6814654fd89be9c4d9fd6df75b
2026-05-17 01:00:05 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Observances and Naming Conventions of Dutch Royal Holidays'
2026-05-17 01:00:05 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Observances and Naming Conventions of Dutch Royal Holidays' (id=community_l1_cb312e6814654fd89be9c4d9fd6df75b, 4 members)
2026-05-17 01:00:05 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 864/1241 (6 entity members from 2 super-nodes)
2026-05-17 01:00:45 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Institutionalization of Children's Day Observance in Japan' id=community_l1_af2472001e7648fb8cf3383c8f0d404e
2026-05-17 01:00:46 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 6 for community 'The Institutionalization of Children's Day Observance in Japan'
2026-05-17 01:00:46 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'The Institutionalization of Children's Day Observance in Japan' (id=community_l1_af2472001e7648fb8cf3383c8f0d404e, 6 members)
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 865/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 865/1241: only 1 rollup input ('Early Recognition of Garifuna Settlement Day in Southern Belize')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 866/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 866/1241: only 1 rollup input ('British Military Action Leading to Garifuna Exile from the Grenadines')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 867/1241 (4 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 867/1241: only 1 rollup input ('Garifuna cultural festivities in Dangriga')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 868/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 868/1241: only 1 rollup input ('Jounen Kwéyòl's Annual Celebration Date')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 869/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 869/1241: only 1 rollup input ('Rhythm and Language in Creole Celebrations')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 870/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 870/1241: only 1 rollup input ('The Recognized Period of 'The Eighth' Federal Holiday Status')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 871/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 871/1241: only 1 rollup input ('Date of the Battle of New Orleans')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 872/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:00:46 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 872/1241: only 1 rollup input ('Andrew Jackson's Historical Origins in Tennessee')
2026-05-17 01:00:46 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 873/1241 (5 entity members from 2 super-nodes)
2026-05-17 01:01:15 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Defining Official Observances of Saint-Jean-Baptiste Day in Quebec' id=community_l1_1803a527ac1d446ebc2a1e776e24fb1a
